Order_management,0,Behaviour_tracked,0
Site_search,0,register_to_buy,1
Order_management,0,Behaviour_tracked,1
Payment_types,0,Content_management,0
Order_management,0,buy_paths,0
Site_search,0,register_to_buy,0
Payment_types,1,Content_management,0
Payment_types,0,Content_management,1
Order_management,1,buy_paths,0
Order_management,0,buy_paths,1
Custom_target_criteria,1,Administration,0
Custom_target_criteria,0,Administration,0
Response_tracking,1,Content_management,0
Time_dependent,0,Store_administration,0
Shopping_cart_content,0,Checkout,0
Product_kitting,1,Administration,0
Payment_options,0,Purchase_value,0
Response_tracking,0,Content_management,0
basic_information,0,Quantity,1
store_front,0,SkipJack,1
Product_kitting,0,Administration,0
store_front,0,SkipJack,0
catalog,0,wish_list,0
basic_information,0,Quantity,0
Custom_shipping_gateway,0,Fulfillment,0
Affiliates,1,Product_database_management,0
Non-repudiation_service,1,Product_database_management,0
Billing,1,business_management,0
Billing,0,business_management,0
Time_dependent,1,Store_administration,0
Custom_shipping_gateway,1,Fulfillment,0
catalog,0,wish_list,1
Affiliates,0,Product_database_management,0
Non-repudiation_service,0,Product_database_management,0
Order_status,1,Payment_types,0
General_layout_management,0,Education,0
inventory_tracking,1,Domain_name_setup,0
Order_status,0,Payment_types,0
inventory_tracking,0,Domain_name_setup,0
Multiple_billing_addresses,0,Checkout_type,0
Advertisement_response_tracking,1,Payment_options,0
Price-Quality_ratio,1,Checkout_type,0
Shopping_cart_content,1,Checkout,0
Multiple_billing_addresses,1,Checkout_type,0
Advertisement_response_tracking,0,Payment_options,0
General_layout_management,0,Education,1
Payment_options,0,Purchase_value,1
Billing_address,0,Taxation_options,0
Billing_address,1,Taxation_options,0
Price-Quality_ratio,0,Checkout_type,0
Search_engine_registration,0,Credit_card,1
Search_engine_registration,0,Credit_card,0
Card_number,1,Store_administration,0
Card_number,0,Store_administration,0
Question_and_feedback_tracking,1,Presentation_options,0
Expiry_date,0,Store_administration,0
E-mails,0,business_management,0
Payment_types,0,Quantity,1
business_management,0,Enable_profile_update_on_checkout,0
Phone,0,Payment_types,0
Rate_factors,1,Order_management,0
Payment_types,0,Quantity,0
business_management,0,Enable_profile_update_on_checkout,1
Cart_content_page,0,Behaviour_tracked,1
Non-repudiation_service,1,Order_confirmation,0
Question_and_feedback_tracking,0,Presentation_options,0
Phone,1,Payment_types,0
store_front,0,Past_customers_also_bought,1
Cart_content_page,0,Behaviour_tracked,0
Non-repudiation_service,0,Order_confirmation,0
House_advertisements,0,Content_management,0
Welcome_message,1,Payment_types,0
Stock_replenishment,1,Cart_content_page,0
Credit_card_information,0,Domain_name_setup,0
store_front,0,Past_customers_also_bought,0
Search_engine_registration,0,Browsing,0
Sound,0,Inventory_management_policy,0
discounts,0,Presentation_options,0
Stock_replenishment,0,Cart_content_page,0
Assignment_to_page_types_for_display,1,buy_paths,0
eletronic_goods,1,Store_administration,0
Flat_rate,1,business_management,0
Rate_factors,0,Order_management,0
Assignment_to_page_types_for_display,0,buy_paths,0
Flat_rate,0,business_management,0
Authorize.Net,1,buy_paths,0
Registration_information,1,Content_management,0
eletronic_goods,0,Store_administration,0
discounts,1,Presentation_options,0
Product_flagging,1,Shopping_cart,0
Authorize.Net,0,buy_paths,0
Registration_information,0,Content_management,0
associated_assets,1,Administration,0
Cart_content_page,0,Multiple_catalogs,1
Welcome_message,0,Payment_types,0
Product_flagging,0,Shopping_cart,0
E-mails,1,business_management,0
Search_engine_registration,0,Browsing,1
Credit_card_information,1,Domain_name_setup,0
Cart_content_page,0,Multiple_catalogs,0
Expiry_date,1,Store_administration,0
Fulfillment,0,customer_service,0
registration_enforcement,0,Enable_profile_update_on_checkout,1
Taxation_options,0,Login_credentials,1
Taxation_options,0,Custom_tax_gateway,1
Fulfillment,0,customer_service,1
Taxation_options,0,Login_credentials,0
Credit_card_information,0,Security_information,1
Administration,0,360_degrees_image,0
Taxation_options,0,Custom_tax_gateway,0
Shipment_status_tracking,1,product_information,0
Order_management,0,physical_goods,0
Order_management,0,physical_goods,1
Taxation_options,0,associated_assets,1
Quality_of_service_selection,1,eShop,0
Administration,0,360_degrees_image,1
Checkout_type,0,customer_reviews,0
Quality_of_service_selection,0,eShop,0
Checkout_type,0,customer_reviews,1
Taxation_options,0,associated_assets,0
House_advertisements,1,Content_management,0
Expiry_date,1,Card_holder_name,0
Expiry_date,0,Card_holder_name,1
Shipment_status_tracking,0,product_information,0
Coupons,1,discounts,0
Store_administration,0,eletronic_goods_fulfillment,0
Checkout_type,0,Allow_backorders,1
Store_administration,0,eletronic_goods_fulfillment,1
Checkout_type,0,Allow_backorders,0
homepage,1,Product_database_management,0
Register_to_browse,1,product_type,0
General_layout_management,0,Cross-selling,0
Rate_factors,0,Product_classification,1
Register_to_browse,0,product_type,0
General_layout_management,0,Cross-selling,1
homepage,0,Product_database_management,0
Taxation_options,0,Store_administration,0
Custom_filter,0,Payment_options,0
Credit_card,0,Order_management,0
Taxation_options,1,Store_administration,0
Taxation_options,0,Store_administration,1
Request_order_hardcopy,0,Content_management,0
Reminders,0,Taxation_options,0
Request_order_hardcopy,1,Content_management,0
Authorize.Net,0,business_management,0
product_information,0,email_wish_list,1
Reminders,1,Taxation_options,0
customer_service,0,Shipment_status_tracking,1
wish_list_saved_after_session,0,Login_credentials,0
store_front,0,Internal_tracking,1
Custom_filter,1,Payment_options,0
Demographics,1,product_type,0
product_information,0,email_wish_list,0
store_front,0,Internal_tracking,0
Credit_card,1,Order_management,0
targeting_criteria_previous_purchases,1,Shopping_cart,0
eShop,0,Fraud_detection,1
Payment_types,0,Order_total,1
business_management,0,Administration,0
eShop,0,Fraud_detection,0
Authorize.Net,1,business_management,0
business_management,0,Administration,1
business_management,1,Administration,0
targeting_criteria_previous_purchases,0,Shopping_cart,0
Fulfillment,0,Restricted_access,1
Payment_types,0,Order_total,0
Targeting_mechanisms,0,Time_scope,1
Site_layout,1,Store_administration,0
Fulfillment,0,Restricted_access,0
Site_layout,0,Store_administration,0
Sound,1,Inventory_management_policy,0
catalog,0,shipping_options,0
General_layout_management,0,Language,0
Quality_of_service_selection,1,Domain_name_setup,0
Fulfillment,0,Fixed_discount,1
Fulfillment,0,previously_visited_pages,1
Cart_content_page,0,Discount_conditions,0
Order_confirmation,0,Custom_shipping_method,1
General_layout_management,0,automatic,0
Register_to_browse,1,buy_paths,0
Fulfillment,0,previously_visited_pages,0
General_layout_management,0,automatic,1
Sound,0,Content_management,0
Quality_of_service_selection,0,Domain_name_setup,0
Order_confirmation,0,Custom_shipping_method,0
General_layout_management,0,availability,1
Cart_content_page,0,Discount_conditions,1
Multiple_classification,0,Presentation_options,0
business_management,0,shipping,1
General_layout_management,0,availability,0
Register_to_browse,0,buy_paths,0
Allow_backorders,1,business_management,0
catalog,0,shipping_options,1
COD,0,Domain_name_setup,0
Multiple_classification,1,Presentation_options,0
Allow_backorders,0,business_management,0
COD,1,Domain_name_setup,0
business_management,0,shipping,0
Inventory_management_policy,0,Fixed-rate_taxation,1
Fulfillment,0,Fixed_discount,0
associated_assets,0,Administration,0
Demographics,0,product_type,0
Search_engine_registration,0,CertiTAX,0
Search_engine_registration,0,CertiTAX,1
Index_page,0,business_management,0
Site_search,0,Targeting,0
Index_page,1,business_management,0
physical_goods_fulfillment,0,Custom_shipping_method,1
Site_search,0,Targeting,1
General_layout_management,0,Language,1
