cpp,1,mainGUI,0,bcjak2java,1
aj,0,mainJava,0,mainAPL,0
cpp,0,mainGUI,0,bcjak2java,1
aj,1,mainJava,0,mainAPL,0
aj,0,mainJava,1,mainAPL,0
aj,0,mainJava,0,mainAPL,1
cpp,0,mainGUI,0,bc,1
xak,0,mainGUI,0,Java,0
mainGUI,0,jak2java,0,drc,1
mainGUI,1,jak2java,0,drc,0
mainGUI,0,jak2java,0,drc,0
cpp,1,mainGUI,0,bc,1
mainGUI,1,jak2java,0,drc,1
mainJava,1,mainAPL,0,bc,1
mainJava,0,mainAPL,1,bc,1
mainJava,0,mainAPL,0,bc,0
mainJava,1,mainAPL,0,bc,0
mainJava,0,mainAPL,1,bc,0
mainJava,0,mainAPL,0,bc,1
Xml,1,jak2java,0,drc,1
mainGUI,0,jak2aj,0,mainJava,0
xak,0,mainGUI,1,Java,0
xak,1,mainGUI,0,Java,0
xak,1,mainGUI,1,Java,0
xak,1,mmatrix,1,mainJava,0
xak,1,xc,1,drc,1
bali,0,me,1,drc,0
bali,0,me,0,drc,1
xak,1,mainGUI,1,mainJava,0
xak,0,mainGUI,0,mainJava,0
cpp,0,jak2aj,0,mainJava,0
xak,0,mainGUI,1,mainJava,0
xak,1,mainGUI,0,mainJava,0
Gui,1,Java,0,mainJava,1
Gui,1,Java,1,mainJava,0
bali,0,me,0,drc,0
Gui,0,Java,0,mainJava,0
mainGUI,0,jak2aj,1,guidsl,1
Gui,0,Java,0,mainJava,1
Gui,0,Java,1,mainJava,0
Gui,1,Java,0,mainJava,0
Xml,0,jak2java,0,drc,0
Java,0,mainAPL,0,bc,0
Xml,1,jak2java,0,drc,0
Xml,0,jak2java,0,drc,1
xak,1,xc,1,drc,0
bali,0,mmatrix,0,Xml,0
Java,1,mainAPL,0,bc,0
Java,0,mainAPL,1,bc,0
Java,0,mainAPL,0,bc,1
bali,0,mmatrix,0,Xml,1
bali,0,mmatrix,1,Xml,0
Java,0,jak2aj,1,xc,1
Java,1,mainAPL,0,bc,1
Java,0,mainAPL,1,bc,1
Gui,1,mainJava,0,mainAPL,1
